angle,w.speed (m/s),Freq
243.3,9.15,0.000114155251142
242.1,10.22,0.000114155251142
242.2,10.51,0.000114155251142
239.1,9.64,0.000114155251142
238.4,8.97,0.000114155251142
228.3,8.38,0.000114155251142
231,10.1,0.000114155251142
234.2,10.89,0.000114155251142
232.4,11.08,0.000114155251142
225.8,11.12,0.000114155251142
226.8,11.77,0.000114155251142
228.2,11.88,0.000114155251142
232.8,11.75,0.000114155251142
234.1,11.83,0.000114155251142
235.4,12.64,0.000114155251142
234.9,13.64,0.000114155251142
237.7,14.73,0.000114155251142
229.1,15.96,0.000114155251142
233.9,16.99,0.000114155251142
239.2,16.87,0.000114155251142
247.5,17.08,0.000114155251142
251.1,17.85,0.000114155251142
251.9,18.55,0.000114155251142
254.9,18.76,0.000114155251142
253.3,18.12,0.000114155251142
254.6,16.96,0.000114155251142
257.7,16.56,0.000114155251142
264.2,16.48,0.000114155251142
263.3,15.46,0.000114155251142
264,14.22,0.000114155251142
263,12.87,0.000114155251142
254.8,12.19,0.000114155251142
252.3,12.86,0.000114155251142
249.7,14.05,0.000114155251142
251.9,15.43,0.000114155251142
257.2,15.9,0.000114155251142
262.1,15.45,0.000114155251142
266.9,15.19,0.000114155251142
266.3,14.67,0.000114155251142
261.3,15.1,0.000114155251142
263.2,15.27,0.000114155251142
261.1,14.88,0.000114155251142
258.9,14.85,0.000114155251142
259.6,15.35,0.000114155251142
260,15.58,0.000114155251142
257,15.54,0.000114155251142
257.3,16.68,0.000114155251142
260.8,17.17,0.000114155251142
264.8,17.67,0.000114155251142
268.3,17.08,0.000114155251142
267.7,16.52,0.000114155251142
263.5,16.66,0.000114155251142
274.7,16.95,0.000114155251142
276,18.1,0.000114155251142
277.1,20,0.000114155251142
272.4,20.02,0.000114155251142
270.2,21.21,0.000114155251142
270.8,21.83,0.000114155251142
293.1,21.54,0.000114155251142
302.2,19.07,0.000114155251142
304.3,18.44,0.000114155251142
308,16.93,0.000114155251142
313,16.89,0.000114155251142
308.8,15.17,0.000114155251142
309.3,14.85,0.000114155251142
311.6,14.92,0.000114155251142
315.6,14.73,0.000114155251142
321.3,14.19,0.000114155251142
324.2,13.27,0.000114155251142
326.5,12.64,0.000114155251142
327.6,12.9,0.000114155251142
330,12.78,0.000114155251142
332,12.33,0.000114155251142
335.7,11.76,0.000114155251142
335.2,10.56,0.000114155251142
328.6,9.16,0.000114155251142
333.1,8.14,0.000114155251142
334,6.85,0.000114155251142
324.8,5.86,0.000114155251142
317.5,5.41,0.000114155251142
314.7,4.64,0.000114155251142
323.6,3.91,0.000114155251142
308.5,2.83,0.000114155251142
282.8,2.37,0.000114155251142
254.5,2.47,0.000114155251142
232,3,0.000114155251142
212.3,3.99,0.000114155251142
187,5.14,0.000114155251142
182.1,6.76,0.000114155251142
177.7,7.36,0.000114155251142
178.6,7.38,0.000114155251142
173.3,8.86,0.000114155251142
167.6,10.52,0.000114155251142
167.9,11.78,0.000114155251142
167.4,12.52,0.000114155251142
164.5,13.08,0.000114155251142
182.5,11.87,0.000114155251142
222.6,10.79,0.000114155251142
221.3,9.82,0.000114155251142
212.4,8.73,0.000114155251142
205.4,8.63,0.000114155251142
200.5,9.54,0.000114155251142
212.4,11.07,0.000114155251142
223.4,8.54,0.000114155251142
238.2,7.63,0.000114155251142
232.9,7.29,0.000114155251142
251.4,5.84,0.000114155251142
238.9,6.22,0.000114155251142
253,8.51,0.000114155251142
247.3,10.65,0.000114155251142
239.5,9.6,0.000114155251142
234.7,10.1,0.000114155251142
234.3,11.73,0.000114155251142
232.9,13.23,0.000114155251142
239.9,14.76,0.000114155251142
299.9,14.25,0.000114155251142
327.6,16.33,0.000114155251142
335.2,15.92,0.000114155251142
324.6,15.64,0.000114155251142
317.1,15.77,0.000114155251142
310.5,14.69,0.000114155251142
302.2,14.31,0.000114155251142
288.2,14.38,0.000114155251142
280.7,17.49,0.000114155251142
277.1,19.31,0.000114155251142
280.7,21.98,0.000114155251142
283.2,23.2,0.000114155251142
286.5,23.86,0.000114155251142
339.2,16.2,0.000114155251142
325.8,16.47,0.000114155251142
319.9,17.93,0.000114155251142
320.4,18.89,0.000114155251142
323.5,19.72,0.000114155251142
325.5,20.48,0.000114155251142
326.5,20.52,0.000114155251142
330.5,19.2,0.000114155251142
332.4,18.99,0.000114155251142
333.4,18.05,0.000114155251142
334,17.07,0.000114155251142
334.8,16.13,0.000114155251142
333.3,14.95,0.000114155251142
331.3,15.57,0.000114155251142
329.6,13.81,0.000114155251142
325.3,11.36,0.000114155251142
319.2,9.46,0.000114155251142
311.1,7.98,0.000114155251142
311.6,6.46,0.000114155251142
293.3,5.39,0.000114155251142
277.1,3.75,0.000114155251142
242.5,2.79,0.000114155251142
223.8,4.4,0.000114155251142
238.7,5.22,0.000114155251142
290.8,10.44,0.000114155251142
295,9.84,0.000114155251142
283.1,8.76,0.000114155251142
274,8.28,0.000114155251142
264.9,8.2,0.000114155251142
265.6,9.19,0.000114155251142
261.6,8.41,0.000114155251142
265.1,9.4,0.000114155251142
257.6,8.52,0.000114155251142
248.9,7.7,0.000114155251142
243.6,6.63,0.000114155251142
210.1,6.85,0.000114155251142
200.8,8.74,0.000114155251142
205,9.68,0.000114155251142
207.3,10.1,0.000114155251142
212.5,9.75,0.000114155251142
217.2,9.18,0.000114155251142
217,9.26,0.000114155251142
218.1,9.64,0.000114155251142
211.7,9.99,0.000114155251142
213.7,10.21,0.000114155251142
217.1,11.3,0.000114155251142
220.8,13.18,0.000114155251142
225.5,13.62,0.000114155251142
235.3,13.34,0.000114155251142
232,13.18,0.000114155251142
232.7,13.12,0.000114155251142
233.2,13.63,0.000114155251142
234.6,14.31,0.000114155251142
236.8,14.41,0.000114155251142
238.6,16.26,0.000114155251142
232,14.57,0.000114155251142
228.7,13.95,0.000114155251142
224.6,14.2,0.000114155251142
233,14.79,0.000114155251142
234.8,15.26,0.000114155251142
244.2,15.93,0.000114155251142
261.4,15.31,0.000114155251142
337.2,20.6,0.000114155251142
331,20.78,0.000114155251142
339.5,21.96,0.000114155251142
342.1,21.82,0.000114155251142
339.2,20.31,0.000114155251142
338.7,20.33,0.000114155251142
329.8,22.03,0.000114155251142
331.2,21.99,0.000114155251142
332,23.31,0.000114155251142
332.3,24.4,0.000114155251142
332.1,24.36,0.000114155251142
338.2,22.97,0.000114155251142
337.9,22.17,0.000114155251142
333.4,22.21,0.000114155251142
333.5,21.8,0.000114155251142
335.9,20.95,0.000114155251142
331.5,21.21,0.000114155251142
337,22.49,0.000114155251142
340.1,21.11,0.000114155251142
339.7,20.18,0.000114155251142
340.9,19.64,0.000114155251142
341.4,18.25,0.000114155251142
341.9,19.65,0.000114155251142
344.7,19.98,0.000114155251142
345.2,19.72,0.000114155251142
348.3,19.09,0.000114155251142
347.3,17.84,0.000114155251142
342.2,17.49,0.000114155251142
344.3,16.6,0.000114155251142
347,15.01,0.000114155251142
345.2,14.73,0.000114155251142
344.2,14.49,0.000114155251142
339.8,14.21,0.000114155251142
335.9,13.86,0.000114155251142
332.4,13.32,0.000114155251142
332.4,12.94,0.000114155251142
329.9,11.74,0.000114155251142
323.3,10.81,0.000114155251142
316.2,9.73,0.000114155251142
295.5,8.17,0.000114155251142
271.2,8.37,0.000114155251142
276.4,6.38,0.000114155251142
262.8,6.27,0.000114155251142
298.4,8.59,0.000114155251142
301,9.69,0.000114155251142
300,9.79,0.000114155251142
302.7,9.92,0.000114155251142
309.8,10.48,0.000114155251142
316.9,11.2,0.000114155251142
317.2,10.43,0.000114155251142
317.7,10.23,0.000114155251142
317.7,9.73,0.000114155251142
320.6,12.03,0.000114155251142
319.5,10.07,0.000114155251142
315,9.77,0.000114155251142
308.5,9.27,0.000114155251142
307.5,10.41,0.000114155251142
306.8,7.94,0.000114155251142
293.8,6.56,0.000114155251142
299.6,8.05,0.000114155251142
295.3,8.09,0.000114155251142
293.4,9.38,0.000114155251142
294.6,9.72,0.000114155251142
295.4,7.82,0.000114155251142
285.5,8.13,0.000114155251142
283.4,8.27,0.000114155251142
277.9,8.64,0.000114155251142
276.9,8.9,0.000114155251142
277.4,10.04,0.000114155251142
274.8,9.93,0.000114155251142
272.7,9.93,0.000114155251142
271.1,9.51,0.000114155251142
263.7,8.86,0.000114155251142
262.8,9.32,0.000114155251142
259.9,9.75,0.000114155251142
261.2,9.7,0.000114155251142
267.1,10.42,0.000114155251142
257.4,10.45,0.000114155251142
257.9,10.93,0.000114155251142
261.9,10.15,0.000114155251142
264.6,10.33,0.000114155251142
260.2,9.83,0.000114155251142
245.3,9.22,0.000114155251142
245.8,9.35,0.000114155251142
248.9,9.4,0.000114155251142
252.4,8.48,0.000114155251142
247.8,7.45,0.000114155251142
240.1,8.2,0.000114155251142
235,7.96,0.000114155251142
229.8,9.57,0.000114155251142
232.9,9.36,0.000114155251142
234.1,8.93,0.000114155251142
228.3,8.8,0.000114155251142
218.6,9.55,0.000114155251142
222,10.26,0.000114155251142
221.1,10.61,0.000114155251142
221.9,11.41,0.000114155251142
225.5,11.53,0.000114155251142
228.3,10.54,0.000114155251142
220.9,10.05,0.000114155251142
215.1,11.31,0.000114155251142
220.6,12.32,0.000114155251142
222,11.83,0.000114155251142
220.3,11.4,0.000114155251142
216.6,11.51,0.000114155251142
217.2,11.18,0.000114155251142
216.9,10.72,0.000114155251142
219.5,11.15,0.000114155251142
221.5,10.89,0.000114155251142
221.8,10.67,0.000114155251142
221.1,11,0.000114155251142
221.7,11.5,0.000114155251142
221.2,12.26,0.000114155251142
230.3,12.97,0.000114155251142
235.2,13.16,0.000114155251142
236.6,13.07,0.000114155251142
233.9,13.35,0.000114155251142
238.6,13.81,0.000114155251142
242.8,14.68,0.000114155251142
244.4,15.2,0.000114155251142
256.6,14.93,0.000114155251142
297.5,10.26,0.000114155251142
298.6,9.09,0.000114155251142
300.7,9.21,0.000114155251142
304.1,8.73,0.000114155251142
296.1,7.92,0.000114155251142
292.2,7.77,0.000114155251142
291,8.03,0.000114155251142
293.8,8.63,0.000114155251142
292.7,8.85,0.000114155251142
289,9.34,0.000114155251142
287.4,9.39,0.000114155251142
290.5,8.94,0.000114155251142
294.6,8.08,0.000114155251142
294.6,7.73,0.000114155251142
294,6.96,0.000114155251142
291.3,6.2,0.000114155251142
284.6,5.69,0.000114155251142
281.9,5.04,0.000114155251142
272.4,4.59,0.000114155251142
261.9,4.5,0.000114155251142
258.5,4.39,0.000114155251142
247,4.19,0.000114155251142
243.1,5.74,0.000114155251142
236.5,6.06,0.000114155251142
229.5,7.26,0.000114155251142
222.8,7.97,0.000114155251142
202,7.48,0.000114155251142
207.3,8.29,0.000114155251142
241.2,11.51,0.000114155251142
236.7,12.45,0.000114155251142
234.2,12.98,0.000114155251142
239.5,13.81,0.000114155251142
240.1,13.87,0.000114155251142
241.4,13.6,0.000114155251142
248.4,14.34,0.000114155251142
244.7,14.47,0.000114155251142
244.6,15.05,0.000114155251142
256.2,16.31,0.000114155251142
274,16.48,0.000114155251142
265.2,16.05,0.000114155251142
277.2,13.42,0.000114155251142
281.6,13.89,0.000114155251142
282.2,13.89,0.000114155251142
281.4,14.47,0.000114155251142
284.6,15.36,0.000114155251142
281.5,14.78,0.000114155251142
280.2,13.2,0.000114155251142
282.7,13.02,0.000114155251142
284.4,12.01,0.000114155251142
276.8,12.53,0.000114155251142
270.2,11.78,0.000114155251142
264,10.74,0.000114155251142
250,11.01,0.000114155251142
246.9,11.69,0.000114155251142
236.8,11.44,0.000114155251142
209.2,11.68,0.000114155251142
209.5,15.24,0.000114155251142
190.4,16.5,0.000114155251142
227.8,17.52,0.000114155251142
242.6,19.57,0.000114155251142
254.8,18.4,0.000114155251142
251.6,18.12,0.000114155251142
249.8,18.86,0.000114155251142
244.3,17.49,0.000114155251142
253,17.36,0.000114155251142
281.4,17.06,0.000114155251142
307.2,26.21,0.000114155251142
302.9,25.26,0.000114155251142
302.8,23.32,0.000114155251142
308.7,21.6,0.000114155251142
310.1,21.84,0.000114155251142
320.3,21.5,0.000114155251142
337,21.18,0.000114155251142
318.6,18.99,0.000114155251142
335.8,22.29,0.000114155251142
335.3,21.55,0.000114155251142
334.4,20.51,0.000114155251142
336.6,19.84,0.000114155251142
336.4,19.98,0.000114155251142
336.3,19.88,0.000114155251142
335.8,19.97,0.000114155251142
339.5,19.19,0.000114155251142
341.1,18.85,0.000114155251142
343.7,17.9,0.000114155251142
342.8,16.69,0.000114155251142
344.6,15.56,0.000114155251142
346.6,13.89,0.000114155251142
344.6,11.51,0.000114155251142
338.7,9.74,0.000114155251142
331.7,6.79,0.000114155251142
307,5.52,0.000114155251142
280.5,6.21,0.000114155251142
261.1,5.48,0.000114155251142
239.2,6.4,0.000114155251142
222.1,7.39,0.000114155251142
220.8,10.19,0.000114155251142
217.9,12.27,0.000114155251142
209.8,13.35,0.000114155251142
218.4,12.07,0.000114155251142
225.5,13.66,0.000114155251142
208.6,15.27,0.000114155251142
210.6,16.07,0.000114155251142
206.2,16.82,0.000114155251142
213.3,17.51,0.000114155251142
205.5,15.8,0.000114155251142
212.8,17.52,0.000114155251142
224.8,18.18,0.000114155251142
242.5,17.98,0.000114155251142
257.1,18,0.000114155251142
259.4,18.42,0.000114155251142
259.5,18.8,0.000114155251142
257.5,18.38,0.000114155251142
251.2,17.7,0.000114155251142
248.8,19.54,0.000114155251142
252,20.32,0.000114155251142
247.9,20.19,0.000114155251142
247.6,21.12,0.000114155251142
245.5,22.07,0.000114155251142
242.7,23.43,0.000114155251142
245.5,23.15,0.000114155251142
249,22.54,0.000114155251142
263.2,23.44,0.000114155251142
315.3,24.75,0.000114155251142
305.1,25.66,0.000114155251142
305.2,26.5,0.000114155251142
310,26.54,0.000114155251142
306.6,27.24,0.000114155251142
321.1,25,0.000114155251142
322.4,25.28,0.000114155251142
309.7,25.8,0.000114155251142
326.9,30.82,0.000114155251142
328.3,30.07,0.000114155251142
329.3,29.81,0.000114155251142
331.3,29.63,0.000114155251142
332.9,28.89,0.000114155251142
335.2,27.53,0.000114155251142
338.1,25.02,0.000114155251142
337.8,23.29,0.000114155251142
336.9,21.66,0.000114155251142
336.1,20.1,0.000114155251142
335.5,18.35,0.000114155251142
335.2,16.29,0.000114155251142
337.3,15.09,0.000114155251142
336.1,13.1,0.000114155251142
337.2,12.01,0.000114155251142
336.2,11.23,0.000114155251142
334.1,9.94,0.000114155251142
330.1,9.23,0.000114155251142
331.5,7.03,0.000114155251142
330.6,5.52,0.000114155251142
332.8,3.6,0.000114155251142
295,0.68,0.000114155251142
172.8,2.3,0.000114155251142
148.6,3.96,0.000114155251142
144.7,5.05,0.000114155251142
157.7,6.58,0.000114155251142
163,6.59,0.000114155251142
153.8,5.47,0.000114155251142
140,4.54,0.000114155251142
121.3,7.65,0.000114155251142
132.1,7.93,0.000114155251142
124.6,6.19,0.000114155251142
125.7,5.8,0.000114155251142
133.8,5.16,0.000114155251142
152.8,4.37,0.000114155251142
171.2,5.33,0.000114155251142
180,6.68,0.000114155251142
199.6,8.37,0.000114155251142
335,17.36,0.000114155251142
331.7,14.31,0.000114155251142
321,15.29,0.000114155251142
318.4,14.88,0.000114155251142
321.8,15.19,0.000114155251142
321.1,13.91,0.000114155251142
319.4,13.73,0.000114155251142
318.2,12.4,0.000114155251142
314.5,10.92,0.000114155251142
311.6,10.09,0.000114155251142
295.8,8.14,0.000114155251142
285.4,7.46,0.000114155251142
271,6.83,0.000114155251142
254.3,6.21,0.000114155251142
209.4,4.64,0.000114155251142
191.7,7.01,0.000114155251142
201.4,10.46,0.000114155251142
201.4,12.71,0.000114155251142
208.7,14.44,0.000114155251142
278.7,15.33,0.000114155251142
272.4,13.29,0.000114155251142
288,18.36,0.000114155251142
289.7,16.07,0.000114155251142
289.9,16.4,0.000114155251142
290,18.41,0.000114155251142
294.7,20.45,0.000114155251142
296,18.59,0.000114155251142
295.4,16.77,0.000114155251142
293.5,17.51,0.000114155251142
297.1,19.51,0.000114155251142
301.9,20.47,0.000114155251142
302.6,20.35,0.000114155251142
331,21.23,0.000114155251142
334.3,18.94,0.000114155251142
333,20.69,0.000114155251142
333.5,19.98,0.000114155251142
329.8,18.98,0.000114155251142
324.8,18.11,0.000114155251142
318.7,17.62,0.000114155251142
313.1,17.51,0.000114155251142
322.3,15.36,0.000114155251142
323.5,14.6,0.000114155251142
319.8,14.56,0.000114155251142
318.9,13.72,0.000114155251142
313.9,12.73,0.000114155251142
311.2,10.71,0.000114155251142
305.9,8.28,0.000114155251142
288,7.22,0.000114155251142
270.2,8.99,0.000114155251142
255.6,9.23,0.000114155251142
268,10.16,0.000114155251142
288.6,10.3,0.000114155251142
288.4,5.04,0.000114155251142
295.7,5.91,0.000114155251142
298.7,5.46,0.000114155251142
281.8,4.7,0.000114155251142
268.5,3.82,0.000114155251142
240.7,3,0.000114155251142
196.5,3.08,0.000114155251142
186,5.12,0.000114155251142
182.7,7.33,0.000114155251142
166.2,8.91,0.000114155251142
221.8,12.77,0.000114155251142
226.5,10.69,0.000114155251142
227.8,9.52,0.000114155251142
223.4,9.14,0.000114155251142
218.7,8.64,0.000114155251142
210.5,8.43,0.000114155251142
204.4,8.51,0.000114155251142
188.6,7.93,0.000114155251142
214.5,8.97,0.000114155251142
237,9.47,0.000114155251142
225.6,9.82,0.000114155251142
218.2,10.98,0.000114155251142
214.9,11.76,0.000114155251142
208.6,12.1,0.000114155251142
193.4,13.46,0.000114155251142
191.2,14.74,0.000114155251142
189,15.46,0.000114155251142
188.6,16.47,0.000114155251142
192.9,17.5,0.000114155251142
192.5,17.87,0.000114155251142
200.4,18.67,0.000114155251142
209.5,18.57,0.000114155251142
274.6,12.71,0.000114155251142
243.7,10.54,0.000114155251142
228.3,12.79,0.000114155251142
253.7,15.12,0.000114155251142
251.7,16.08,0.000114155251142
253.7,15.78,0.000114155251142
252.3,15.05,0.000114155251142
252.1,15.76,0.000114155251142
263,10.83,0.000114155251142
247.9,13.27,0.000114155251142
249.2,16.33,0.000114155251142
252.1,17.43,0.000114155251142
253,17.18,0.000114155251142
264.6,17.18,0.000114155251142
246.9,19.48,0.000114155251142
235.9,13.73,0.000114155251142
256.1,17.64,0.000114155251142
257.9,17.44,0.000114155251142
255.9,18.1,0.000114155251142
255.9,17.13,0.000114155251142
274.3,16.61,0.000114155251142
265.2,19.24,0.000114155251142
279.6,15.08,0.000114155251142
289.6,15.96,0.000114155251142
290.4,16.55,0.000114155251142
289.9,16.51,0.000114155251142
289.1,16.74,0.000114155251142
285.9,15.88,0.000114155251142
275.5,15.7,0.000114155251142
268.1,16.16,0.000114155251142
262.7,18.36,0.000114155251142
272.6,16.77,0.000114155251142
272.9,14,0.000114155251142
266.5,13.58,0.000114155251142
256.9,12.34,0.000114155251142
245.3,13.48,0.000114155251142
230.4,13.91,0.000114155251142
216.4,16.74,0.000114155251142
206,17.24,0.000114155251142
203.7,19.01,0.000114155251142
236.9,19.76,0.000114155251142
238.4,18.05,0.000114155251142
249.5,16.32,0.000114155251142
260.9,15.66,0.000114155251142
263.1,18.61,0.000114155251142
263,18.65,0.000114155251142
259.5,19.32,0.000114155251142
266.2,19.5,0.000114155251142
264.3,21.33,0.000114155251142
263,18.66,0.000114155251142
262.6,17.36,0.000114155251142
257,16.09,0.000114155251142
257.8,18.24,0.000114155251142
263.9,16.37,0.000114155251142
259.6,11.18,0.000114155251142
249.8,18.7,0.000114155251142
251.3,13.6,0.000114155251142
254,14.98,0.000114155251142
263.5,15.44,0.000114155251142
265.9,15.5,0.000114155251142
278,16.15,0.000114155251142
270.9,14.61,0.000114155251142
258,13.68,0.000114155251142
260.6,15.79,0.000114155251142
283.7,12.27,0.000114155251142
293.2,11.97,0.000114155251142
299,10.82,0.000114155251142
305.1,12.11,0.000114155251142
342.8,20.29,0.000114155251142
319.1,12.28,0.000114155251142
329.4,14.15,0.000114155251142
